,created_at_hour,cust_tid,favorite_count,has_profanity,in_business_hours,n_favorites,n_followers,n_following,n_hashtags,n_links,n_mentions,n_statuses,org_tid,protected,ratio_hashtags,ratio_numeric,ratio_user_mentions,responded_at_hour,responded_in,responded_in_bh,retweet_count,sentiment,source,tweet_length,user_age,verified
14755,10,999517985554317312,0,1,1,0,2,8,0,0,1,214,999518279487045633,0,0.0,0.0,0.34782608695652173,10,70.0,70.0,0,0.8,Twitter Lite,46,270765215.0,0
14756,12,999186852635492352,0,1,1,0,2,8,0,0,1,214,999187134484398081,0,0.0,0.08,0.10666666666666667,12,67.0,67.0,0,0.8,Twitter Lite,150,270686267.0,0
14757,0,997551170620026880,0,1,0,0,2,8,0,0,1,214,998065315954147329,0,0.0,0.0,0.18181818181818182,10,122582.0,0.0,0,0.8,Twitter Lite,88,270296290.0,0
14758,0,997550229070082048,0,1,0,0,2,8,0,0,1,214,997550664816381952,0,0.0,0.0,0.1391304347826087,0,104.0,0.0,0,0.8,Twitter Lite,115,270296065.0,0
14759,0,997548821205807104,0,1,0,0,2,8,0,0,1,214,997548943465562112,0,0.0,0.0,0.08205128205128205,0,29.0,0.0,0,0.8,Twitter Lite,195,270295730.0,0
14760,9,996604498549194752,0,1,0,0,2,8,1,0,1,214,996604896441917441,0,0.0625,0.0,0.16666666666666666,9,94.0,94.0,0,0.8,Twitter Lite,96,270070586.0,0
14761,12,999545829680713728,0,1,1,82,23,99,0,0,0,58,999547260542177280,0,0.0,0.00904977375565611,0.0,12,341.0,341.0,1,0.8,Twitter Web Client,221,53713489.0,0
14762,13,999557213059538944,0,1,1,51,1033,119,1,0,1,62178,999557307670249472,0,0.14189189189189189,0.013513513513513514,0.060810810810810814,13,22.0,22.0,0,0.8,Twitter Lite,148,76952026.0,0
14763,13,999557725129453569,0,1,1,2,27,175,0,0,1,85,999557951303008256,0,0.0,0.0,0.09473684210526316,13,54.0,54.0,0,0.8,Twitter Web Client,95,3095839.0,0
14764,11,999526969766113282,0,1,1,3,8,45,0,0,3,142,999527356309032962,0,0.0,0.0,0.19004524886877827,11,92.0,92.0,0,0.8,Twitter for iPhone,221,36906302.0,0
14765,18,998914963912605696,0,1,1,3,8,45,0,0,2,142,998915716735614981,0,0.0,0.0,0.1986754966887417,18,180.0,0.0,0,0.8,Twitter for iPhone,151,36760388.0,0
14766,18,998549670707183616,0,1,1,3,8,45,0,0,1,142,998550053324193792,0,0.0,0.008,0.064,18,91.0,0.0,0,0.8,Twitter for iPhone,250,36673296.0,0
14767,15,997773238599147521,0,1,1,3,8,45,0,0,1,142,997775566592917504,0,0.0,0.012195121951219513,0.0975609756097561,15,555.0,0.0,0,0.8,Twitter for iPhone,164,36488180.0,0
14768,14,997770108146798592,0,1,1,3,8,45,0,0,1,142,997771237332996096,0,0.0,0.0044444444444444444,0.07111111111111111,14,269.0,0.0,0,0.8,Twitter for iPhone,225,36487434.0,0
14769,14,997760345396731904,0,1,1,3,8,45,0,0,1,142,997769675034394624,0,0.0,0.13513513513513514,0.12162162162162163,14,2224.0,0.0,0,0.8,Twitter for iPhone,74,36485106.0,0
14770,9,999501074762416129,0,1,0,176,15,63,0,0,1,885,999501513234894848,0,0.0,0.0,0.10738255033557047,9,105.0,105.0,0,0.8,Twitter for Android,149,45054955.0,0
14771,18,999268657086656512,0,1,1,176,15,63,0,0,1,885,999268824884039680,0,0.0,0.0,0.24615384615384617,18,40.0,0.0,0,0.8,Twitter for Android,65,44999543.0,0
14772,14,999206342526025729,0,1,1,176,15,63,0,0,1,885,999206531294904322,0,0.0,0.0,0.36363636363636365,14,45.0,45.0,0,0.8,Twitter for Android,44,44984686.0,0
14773,16,998880236686065666,0,1,1,176,15,63,0,0,1,885,999158940670689280,0,0.0,0.04639175257731959,0.08247422680412371,10,66448.0,8848.0,0,0.8,Twitter for Android,194,44906936.0,0
14774,15,998873513845899264,0,1,1,176,15,63,0,0,1,885,998874050305802241,0,0.0,0.0,0.05,16,128.0,128.0,0,0.8,Twitter for Android,320,44905333.0,0
14775,15,998868938447511552,0,1,1,176,15,63,0,0,2,885,998869262432288769,0,0.0,0.0,0.17482517482517482,15,77.0,77.0,0,0.8,Twitter for Android,143,44904242.0,0
14776,13,999553252453638144,0,1,1,249,9,177,0,0,1,50,999553658072133632,0,0.0,0.015267175572519083,0.12213740458015267,13,97.0,97.0,0,0.8,Twitter for Android,131,105996014.0,0
14777,18,998554766702559235,0,1,1,249,9,177,0,0,1,50,998555035771420673,0,0.0,0.0,0.1553398058252427,18,64.0,0.0,0,0.8,Twitter for Android,103,105757957.0,0
14778,13,999555808810631168,0,1,1,49,4187,2994,0,0,3,776,999556122624192512,0,0.0,0.0033112582781456954,0.11258278145695365,13,75.0,75.0,0,0.8,Twitter for Android,302,214559760.0,0
14779,13,999560867397152769,0,1,1,14,1,38,0,0,2,27,999561379450257408,0,0.0,0.021621621621621623,0.17297297297297298,13,122.0,122.0,0,0.8,Twitter Lite,185,52677474.0,0
14780,11,999532886045970432,0,1,1,14,1,38,0,0,1,27,999535533272350720,0,0.0,0.0,0.0935672514619883,11,631.0,631.0,0,0.8,Twitter Lite,171,52670803.0,0
14781,13,999558088007925760,0,1,1,515,30,36,0,0,3,127,999558650967474176,0,0.0,0.010869565217391304,0.14855072463768115,13,134.0,134.0,0,0.8,Twitter for Android,276,66495589.0,0
14782,12,999541221570891776,0,1,1,1,48,64,0,0,1,45,999541589285392385,0,0.0,0.15384615384615385,0.24615384615384617,12,88.0,88.0,0,0.8,Twitter for Android,65,257450639.0,0
14783,16,999248865994866688,0,1,1,1,48,64,0,0,5,45,999530120791506947,0,0.0,0.006191950464396285,0.20743034055727555,11,67056.0,9456.0,0,0.8,Twitter for Android,323,257380936.0,0
14784,13,999567003605090305,0,1,1,4,12,80,0,0,1,50,999575294590648320,0,0.0,0.0036231884057971015,0.03260869565217391,14,1977.0,1977.0,0,0.8,Twitter for Android,276,50383942.0,0
14785,13,999563826658820096,0,1,1,6,3,102,0,0,1,3,999563903209099265,0,0.0,0.04568527918781726,0.04568527918781726,13,19.0,19.0,0,0.8,Twitter for Android,197,71770628.0,0
14786,13,999567904927432704,0,1,1,515,38,268,0,0,2,1697,999570039996006400,0,0.0,0.0,0.38461538461538464,14,509.0,509.0,0,0.8,Twitter for Android,65,84764722.0,0
14787,13,999557785728765952,0,1,1,51,1033,119,0,0,1,62178,999558144484261888,0,0.0,0.25,0.2222222222222222,13,86.0,86.0,0,0.8,Twitter Lite,72,76952162.0,0
14788,13,999557213059538944,0,1,1,51,1033,119,1,0,1,62178,999557307670249472,0,0.14189189189189189,0.013513513513513514,0.060810810810810814,13,22.0,22.0,0,0.8,Twitter Lite,148,76952026.0,0
14789,11,999534242089517056,0,1,1,5,0,56,0,0,1,31,999534888771469315,0,0.0,0.0,0.15841584158415842,11,154.0,154.0,0,0.8,Twitter for iPhone,101,110909926.0,0
14790,11,999161840268558336,0,1,1,5,0,56,0,0,1,31,999161999433977857,0,0.0,0.0,0.11764705882352941,11,38.0,38.0,0,0.8,Twitter for iPhone,136,110821138.0,0
14791,16,998876651042717696,0,1,1,5,0,56,0,0,1,31,998877333141405696,0,0.0,0.0,0.27586206896551724,16,163.0,163.0,0,0.8,Twitter for iPhone,58,110753144.0,0
14792,15,998873462415372288,0,1,1,5,0,56,1,0,1,31,998874187232985089,0,0.07368421052631578,0.005263157894736842,0.04736842105263158,16,173.0,173.0,0,0.8,Twitter for iPhone,190,110752384.0,0
